table_name,column_name,alias_name,io_type,mapper_file_name,mapper_id,access_pattern
users,name,account_owner,result,OrderMapper.xml,findCustomerOrderSummary,
orders,customer_name,customerName,param,OrderMapper.xml,insert,
orders,customer_email,customerEmail,param,OrderMapper.xml,insert,
orders,customer_phone,customerPhone,param,OrderMapper.xml,insert,
orders,shipping_address,shippingAddress,param,OrderMapper.xml,insert,
orders,customer_phone,customerPhone,param,OrderMapper.xml,updateShippingInfo,
orders,shipping_address,shippingAddress,param,OrderMapper.xml,updateShippingInfo,
users,email,email (조건절),param,OrderMapper.xml,updateStatusByUserEmail,
users,email,emailPattern (조건절),param,OrderMapper.xml,updateStatusForUsersLike,LIKE검색
orders,customer_name,customer_name,result,OrderMapper.xml,findOrdersWithContactColumns,
emergency_contacts,contact_name,contact_name,result,OrderMapper.xml,findOrdersWithContactColumns,
emergency_contacts,contact_phone,contact_phone,result,OrderMapper.xml,findOrdersWithContactColumns,
payment_methods,card_holder_name,cardHolderName,result,PaymentMethodMapper.xml,findByUserId,
payment_methods,card_number_masked,cardNumberMasked,result,PaymentMethodMapper.xml,findByUserId,
payment_methods,card_holder_name,cardHolderName,param,PaymentMethodMapper.xml,insert,
payment_methods,card_number_masked,cardNumberMasked,param,PaymentMethodMapper.xml,insert,
users,name,name,result,ReportMapper.xml,findCustomerReport,
users,email,email,result,ReportMapper.xml,findCustomerReport,
user_profiles,phone_number,phoneNumber,result,ReportMapper.xml,findCustomerReport,
user_profiles,birth_date,birthDate,result,ReportMapper.xml,findCustomerReport,
user_profiles,address_line1,addressLine1,result,ReportMapper.xml,findCustomerReport,
orders,customer_name,customerName,result,ReportMapper.xml,findCustomerReport,
orders,customer_email,customerEmail,result,ReportMapper.xml,findCustomerReport,
orders,customer_phone,customerPhone,result,ReportMapper.xml,findCustomerReport,
orders,shipping_address,shippingAddress,result,ReportMapper.xml,findCustomerReport,
emergency_contacts,contact_name,contactName,result,ReportMapper.xml,findCustomerReport,
emergency_contacts,contact_phone,contactPhone,result,ReportMapper.xml,findCustomerReport,
payment_methods,card_holder_name,cardHolderName,result,ReportMapper.xml,findCustomerReport,
payment_methods,card_number_masked,cardNumberMasked,result,ReportMapper.xml,findCustomerReport,
user_profiles,phone_number,phone_number,result,ReportMapper.xml,findCustomerReport,
user_profiles,birth_date,birth_date,result,ReportMapper.xml,findCustomerReport,
user_profiles,address_line1,address_line1,result,ReportMapper.xml,findCustomerReport,
orders,customer_name,latest_customer_name,result,ReportMapper.xml,findCustomerReport,
orders,customer_email,latest_customer_email,result,ReportMapper.xml,findCustomerReport,
orders,customer_phone,latest_customer_phone,result,ReportMapper.xml,findCustomerReport,
orders,shipping_address,latest_shipping_address,result,ReportMapper.xml,findCustomerReport,
emergency_contacts,contact_name,primary_contact_name,result,ReportMapper.xml,findCustomerReport,
emergency_contacts,contact_phone,primary_contact_phone,result,ReportMapper.xml,findCustomerReport,
payment_methods,card_holder_name,default_card_holder_name,result,ReportMapper.xml,findCustomerReport,
payment_methods,card_number_masked,default_card_number_masked,result,ReportMapper.xml,findCustomerReport,
users,email,display_label,result,ReportMapper.xml,findCustomerReport,문자열연결
users,name,display_label,result,ReportMapper.xml,findCustomerReport,문자열연결
users,name,name_with_emergency_contact,result,ReportMapper.xml,findCustomerReport,문자열연결
emergency_contacts,contact_name,name_with_emergency_contact,result,ReportMapper.xml,findCustomerReport,문자열연결
users,name,name,result,ReportMapper.xml,searchCustomers,
users,email,email,result,ReportMapper.xml,searchCustomers,
orders,customer_name,customer_name,result,ReportMapper.xml,searchCustomers,
orders,customer_email,customer_email,result,ReportMapper.xml,searchCustomers,
orders,customer_phone,customer_phone,result,ReportMapper.xml,searchCustomers,
orders,shipping_address,shipping_address,result,ReportMapper.xml,searchCustomers,
emergency_contacts,contact_name,contact_name,result,ReportMapper.xml,searchCustomers,
emergency_contacts,contact_phone,contact_phone,result,ReportMapper.xml,searchCustomers,
payment_methods,card_holder_name,card_holder_name,result,ReportMapper.xml,searchCustomers,
payment_methods,card_number_masked,card_number_masked,result,ReportMapper.xml,searchCustomers,
users,email,search_result_label,result,ReportMapper.xml,searchCustomers,문자열연결
users,name,search_result_label,result,ReportMapper.xml,searchCustomers,문자열연결
orders,shipping_address,shippingAddressLike (조건절),param,ReportMapper.xml,searchCustomers,LIKE검색
users,email,email (조건절),param,ReportMapper.xml,searchCustomers,
orders,customer_email,orderEmail (조건절),param,ReportMapper.xml,searchCustomers,
orders,customer_phone,orderPhone (조건절),param,ReportMapper.xml,searchCustomers,
emergency_contacts,contact_name,contactName (조건절),param,ReportMapper.xml,searchCustomers,
emergency_contacts,contact_phone,contactPhone (조건절),param,ReportMapper.xml,searchCustomers,
payment_methods,card_holder_name,cardHolderName (조건절),param,ReportMapper.xml,searchCustomers,
users,name,namePattern (조건절),param,ReportMapper.xml,searchCustomers,LIKE검색
users,name,name,result,UserMapper.xml,findAll,
users,email,email,result,UserMapper.xml,findAll,
users,name,name,result,UserMapper.xml,findById,
users,email,email,result,UserMapper.xml,findById,
users,name,name,param,UserMapper.xml,insert,
users,email,email,param,UserMapper.xml,insert,
users,name,name,param,UserMapper.xml,update,
users,email,email,param,UserMapper.xml,update,
users,name,name,param,UserMapper.xml,upsertByEmail,
users,email,email,param,UserMapper.xml,upsertByEmail,
users,name,EXCLUDED.name (ON CONFLICT),param,UserMapper.xml,upsertByEmail,
users,name,name,result,UserMapper.xml,upsertByEmail,RETURNING
users,email,email,result,UserMapper.xml,upsertByEmail,RETURNING
users,name,s.name,param,UserMapper.xml,mergeByEmail,
users,email,s.email,param,UserMapper.xml,mergeByEmail,
users,name,name,result,UserMapper.xml,findDuplicateEmailPairs,
users,email,email,result,UserMapper.xml,findDuplicateEmailPairs,
users,name,name,result,UserMapper.xml,findAllWithProfile,
users,email,email,result,UserMapper.xml,findAllWithProfile,
user_profiles,phone_number,phone_number,result,UserMapper.xml,findAllWithProfile,
user_profiles,address_line1,address_line1,result,UserMapper.xml,findAllWithProfile,
users,name,name,result,UserMapper.xml,findAllWithMaskedEmailLegacy,
users,email,email_display,result,UserMapper.xml,findAllWithMaskedEmailLegacy,함수/가공값
users,name,name,result,UserMapper.xml,findByDynamicCriteria,
users,email,email,result,UserMapper.xml,findByDynamicCriteria,
users,email,email (조건절),param,UserMapper.xml,findByDynamicCriteria,
users,name,name (조건절),param,UserMapper.xml,findByDynamicCriteria,
users,name,display_name,result,UserMapper.xml,searchAllContactNames,
users,name,keyword (조건절),param,UserMapper.xml,searchAllContactNames,LIKE검색
emergency_contacts,contact_name,display_name,result,UserMapper.xml,searchAllContactNames,
emergency_contacts,contact_name,keyword (조건절),param,UserMapper.xml,searchAllContactNames,LIKE검색
users,name,name,result,UserMapper.xml,findUsersWithNamedEmergencyContact,
users,email,email,result,UserMapper.xml,findUsersWithNamedEmergencyContact,
emergency_contacts,contact_name,contactName (조건절),param,UserMapper.xml,findUsersWithNamedEmergencyContact,
users,name,name,result,UserMapper.xml,findAllWithMaskedEmail,
users,email,email_masked,result,UserMapper.xml,findAllWithMaskedEmail,함수/가공값
users,email,display_label,result,UserMapper.xml,findAllWithDisplayLabel,문자열연결
users,name,display_label,result,UserMapper.xml,findAllWithDisplayLabel,문자열연결
user_profiles,phone_number,phoneNumber,result,UserProfileMapper.xml,findAll,
user_profiles,birth_date,birthDate,result,UserProfileMapper.xml,findAll,
user_profiles,address_line1,addressLine1,result,UserProfileMapper.xml,findAll,
user_profiles,phone_number,phoneNumber,result,UserProfileMapper.xml,findByUserId,
user_profiles,birth_date,birthDate,result,UserProfileMapper.xml,findByUserId,
user_profiles,address_line1,addressLine1,result,UserProfileMapper.xml,findByUserId,
user_profiles,phone_number,phoneNumber,param,UserProfileMapper.xml,insert,
user_profiles,birth_date,birthDate,param,UserProfileMapper.xml,insert,
user_profiles,address_line1,addressLine1,param,UserProfileMapper.xml,insert,
user_profiles,phone_number,phoneNumber,param,UserProfileMapper.xml,update,
user_profiles,birth_date,birthDate,param,UserProfileMapper.xml,update,
user_profiles,address_line1,addressLine1,param,UserProfileMapper.xml,update,
users,name,name,result,UserProfileMapper.xml,findAllWithUser,
users,email,email,result,UserProfileMapper.xml,findAllWithUser,
user_profiles,phone_number,phone_number,result,UserProfileMapper.xml,findAllWithUser,
user_profiles,address_line1,address_line1,result,UserProfileMapper.xml,findAllWithUser,
user_profiles,birth_date,birth_date,result,UserProfileMapper.xml,searchByBirthDateRange,
users,name,name,result,UserProfileMapper.xml,searchByBirthDateRange,
users,name,namePattern (조건절),param,UserProfileMapper.xml,searchByBirthDateRange,LIKE검색
user_profiles,birth_date,startDate (조건절),param,UserProfileMapper.xml,searchByBirthDateRange,범위비교
user_profiles,birth_date,endDate (조건절),param,UserProfileMapper.xml,searchByBirthDateRange,범위비교
